Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Rating
DR2569,,low fat,0.043433,Frozen Foods,206.7,OUT017,2007,,Tier 2,Supermarket Type1,235.11,3.1
DR3119,4.964,Low Fat,0.015064,Starchy Foods,34.96,OUT027,1985,Medium,Tier 3,Supermarket Type3,382.03,3.7
DR5715,14.266,LF,0.091073,Breakfast,144.31,OUT019,1985,Small,Tier 1,Grocery Store,83.67,4.2
NC6029,17.108,Non-Edible,0.113558,Meat,132.46,OUT013,1987,High,Tier 3,Supermarket Type1,1794.39,4.2
DR4533,18.944,low fat,0.032424,Hard Drinks,77.34,OUT018,2009,Medium,Tier 3,Supermarket Type2,445.01,4.9
NC2257,11.636,Non-Edible,0.133362,Household,131.79,OUT017,2007,,Tier 2,Supermarket Type1,1863.65,4.6
DR9320,14.988,Regular,0.067962,Meat,260.99,OUT035,2004,Small,Tier 2,Supermarket Type1,3844.93,3.0
FD9325,6.951,reg,0.110657,Hard Drinks,196.87,OUT017,2007,,Tier 2,Supermarket Type1,2174.23,4.1
FD5471,13.149,reg,0.172623,Frozen Foods,161.69,OUT045,2002,,Tier 2,Supermarket Type1,1813.0,4.9
DR8235,19.53,Low Fat,0.063093,Health and Hygiene,73.56,OUT013,1987,High,Tier 3,Supermarket Type1,712.05,4.8
NC5595,19.541,Non-Edible,0.125403,Breakfast,66.13,OUT027,1985,Medium,Tier 3,Supermarket Type3,1857.77,4.2
NC9342,9.462,Non-Edible,0.052954,Frozen Foods,43.14,OUT027,1985,Medium,Tier 3,Supermarket Type3,669.05,3.7
DR4461,,low fat,0.068113,Meat,39.76,OUT035,2004,Small,Tier 2,Supermarket Type1,46.24,4.5
FD3642,9.813,low fat,0.086494,Meat,174.07,OUT019,1985,Small,Tier 1,Grocery Store,217.53,4.8
FD8546,8.221,Low Fat,0.187866,Canned,31.36,OUT019,1985,Small,Tier 1,Grocery Store,64.69,4.2
DR6215,10.428,Low Fat,0.118136,Breads,109.32,OUT045,2002,,Tier 2,Supermarket Type1,729.36,3.7
FD6326,10.566,Low Fat,0.065081,Dairy,65.83,OUT049,1999,Medium,Tier 1,Supermarket Type1,901.94,4.1
NC6347,17.772,Non-Edible,0.0,Breakfast,105.63,OUT046,1997,Small,Tier 1,Supermarket Type1,568.09,5.0
FD8525,19.316,reg,0.056285,Breads,129.87,OUT046,1997,Small,Tier 1,Supermarket Type1,1559.09,3.1
FD6393,,Regular,0.010717,Seafood,163.69,OUT035,2004,Small,Tier 2,Supermarket Type1,2124.7,5.0
FD5117,18.142,low fat,0.0,Baking Goods,112.85,OUT013,1987,High,Tier 3,Supermarket Type1,561.31,3.1
FD7573,7.22,Low Fat,0.096669,Fruits and Vegetables,61.43,OUT035,2004,Small,Tier 2,Supermarket Type1,914.56,4.7
NC5726,7.019,Non-Edible,0.099754,Breakfast,110.55,OUT018,2009,Medium,Tier 3,Supermarket Type2,1143.6,3.7
DR2998,15.459,Regular,0.181469,Soft Drinks,215.87,OUT019,1985,Small,Tier 1,Grocery Store,352.25,4.7
NC3873,21.0,Non-Edible,0.0,Fruits and Vegetables,261.75,OUT049,1999,Medium,Tier 1,Supermarket Type1,3549.75,4.5
DR3644,6.975,low fat,0.034062,Breakfast,236.31,OUT018,2009,Medium,Tier 3,Supermarket Type2,977.48,1.4
NC5299,9.666,Non-Edible,0.125365,Snack Foods,154.32,OUT013,1987,High,Tier 3,Supermarket Type1,909.67,4.1
DR5942,8.789,reg,0.135321,Snack Foods,86.85,OUT010,1998,Small,Tier 3,Grocery Store,270.78,4.5
DR8086,6.657,low fat,0.081702,Starchy Foods,231.25,OUT018,2009,Medium,Tier 3,Supermarket Type2,1056.31,4.9
DR3467,21.061,LF,0.098199,Snack Foods,187.6,OUT019,1985,Small,Tier 1,Grocery Store,36.93,3.6
NC5687,7.986,Non-Edible,0.014111,Breads,83.81,OUT046,1997,Small,Tier 1,Supermarket Type1,1117.04,4.5
FD4522,15.981,Regular,0.07042,Breads,126.84,OUT035,2004,Small,Tier 2,Supermarket Type1,510.97,4.6
DR4017,19.673,low fat,0.09153,Snack Foods,47.24,OUT027,1985,Medium,Tier 3,Supermarket Type3,1045.88,4.7
FD2844,5.04,low fat,0.087428,Frozen Foods,178.84,OUT010,1998,Small,Tier 3,Grocery Store,80.27,2.0
NC2750,6.888,Non-Edible,0.0,Starchy Foods,144.01,OUT017,2007,,Tier 2,Supermarket Type1,2115.88,4.2
NC9746,14.527,Non-Edible,0.007965,Baking Goods,261.12,OUT027,1985,Medium,Tier 3,Supermarket Type3,1965.84,1.7
NC3230,8.538,Non-Edible,0.136943,Dairy,142.15,OUT035,2004,Small,Tier 2,Supermarket Type1,2541.42,1.5
DR7074,20.971,LF,0.060084,Soft Drinks,248.28,OUT019,1985,Small,Tier 1,Grocery Store,391.17,2.1
DR4892,,low fat,0.0,Baking Goods,208.75,OUT049,1999,Medium,Tier 1,Supermarket Type1,1234.52,4.3
FD8247,8.006,low fat,0.044885,Starchy Foods,68.21,OUT045,2002,,Tier 2,Supermarket Type1,844.7,4.2
DR6215,10.428,Low Fat,0.159471,Breads,109.32,OUT035,2004,Small,Tier 2,Supermarket Type1,540.22,1.9
DR5363,18.338,low fat,0.020012,Health and Hygiene,85.08,OUT045,2002,,Tier 2,Supermarket Type1,165.39,2.6
FD9358,12.705,low fat,0.095195,Breads,198.05,OUT049,1999,Medium,Tier 1,Supermarket Type1,660.96,5.0
FD6783,9.187,low fat,0.099308,Seafood,88.96,OUT049,1999,Medium,Tier 1,Supermarket Type1,405.73,4.7
FD2635,7.147,Regular,0.091098,Dairy,134.09,OUT045,2002,,Tier 2,Supermarket Type1,824.1,4.5
DR1582,20.015,Low Fat,0.035593,Soft Drinks,63.28,OUT017,2007,,Tier 2,Supermarket Type1,154.1,4.2
DR8987,6.458,reg,0.138309,Household,148.7,OUT046,1997,Small,Tier 1,Supermarket Type1,891.56,4.4
FD4695,14.47,Low Fat,0.145801,Seafood,197.81,OUT027,1985,Medium,Tier 3,Supermarket Type3,3220.86,4.5
FD9544,8.057,reg,0.084225,Breakfast,182.04,OUT017,2007,,Tier 2,Supermarket Type1,1751.92,4.9
FD6569,8.466,Low Fat,0.119062,Meat,175.14,OUT018,2009,Medium,Tier 3,Supermarket Type2,365.59,4.7
FD9280,8.216,Regular,0.0,Frozen Foods,236.33,OUT019,1985,Small,Tier 1,Grocery Store,696.1,4.1
FD6743,6.087,LF,0.17432,Dairy,49.19,OUT018,2009,Medium,Tier 3,Supermarket Type2,92.25,3.1
FD7210,19.729,LF,0.119684,Baking Goods,223.79,OUT035,2004,Small,Tier 2,Supermarket Type1,766.13,5.0
NC2757,17.885,Non-Edible,0.099897,Seafood,31.4,OUT045,2002,,Tier 2,Supermarket Type1,419.42,4.8
DR1526,17.483,Low Fat,0.032585,Dairy,192.05,OUT019,1985,Small,Tier 1,Grocery Store,335.23,1.8
DR8199,8.829,low fat,0.118179,Soft Drinks,181.24,OUT017,2007,,Tier 2,Supermarket Type1,221.07,3.1
NC7774,19.851,Non-Edible,0.155542,Baking Goods,178.14,OUT049,1999,Medium,Tier 1,Supermarket Type1,2518.45,4.3
FD8437,10.895,reg,0.069806,Breads,90.45,OUT017,2007,,Tier 2,Supermarket Type1,637.8,4.9
DR2340,19.102,Low Fat,0.090369,Hard Drinks,234.83,OUT035,2004,Small,Tier 2,Supermarket Type1,4377.16,4.3
NC6569,8.648,Non-Edible,0.080017,Hard Drinks,159.97,OUT010,1998,Small,Tier 3,Grocery Store,316.49,1.2
DR5363,18.338,low fat,0.123631,Health and Hygiene,85.08,OUT013,1987,High,Tier 3,Supermarket Type1,103.65,3.2
NC5499,20.014,Non-Edible,0.184034,Breads,163.0,OUT013,1987,High,Tier 3,Supermarket Type1,1772.39,3.5
FD4522,15.981,Regular,0.006622,Breads,126.84,OUT046,1997,Small,Tier 1,Supermarket Type1,937.58,4.9
FD9084,5.651,LF,0.035636,Seafood,43.56,OUT018,2009,Medium,Tier 3,Supermarket Type2,478.62,4.8
FD4726,14.884,Regular,0.005287,Health and Hygiene,111.64,OUT045,2002,,Tier 2,Supermarket Type1,1668.85,4.2
NC5575,17.431,Non-Edible,0.18526,Starchy Foods,52.36,OUT013,1987,High,Tier 3,Supermarket Type1,504.84,1.7
NC1845,15.416,Non-Edible,0.147876,Soft Drinks,182.7,OUT049,1999,Medium,Tier 1,Supermarket Type1,1223.96,4.4
NC1050,5.954,Non-Edible,0.0,Fruits and Vegetables,104.27,OUT010,1998,Small,Tier 3,Grocery Store,296.85,2.8
DR8552,,LF,0.020255,Baking Goods,137.59,OUT049,1999,Medium,Tier 1,Supermarket Type1,1667.04,4.6
DR7476,,LF,0.021652,Dairy,152.03,OUT013,1987,High,Tier 3,Supermarket Type1,1861.37,3.4
DR5798,16.541,Regular,0.139175,Soft Drinks,130.77,OUT027,1985,Medium,Tier 3,Supermarket Type3,571.87,3.1
DR3587,,Regular,0.034887,Hard Drinks,209.91,OUT018,2009,Medium,Tier 3,Supermarket Type2,409.23,4.5
DR4253,6.291,LF,0.169036,Meat,133.94,OUT019,1985,Small,Tier 1,Grocery Store,23.54,4.6
DR9096,19.652,LF,0.071486,Breakfast,200.13,OUT019,1985,Small,Tier 1,Grocery Store,642.8,4.2
FD8763,17.371,low fat,0.050346,Soft Drinks,138.8,OUT027,1985,Medium,Tier 3,Supermarket Type3,2138.46,4.2
NC9933,10.543,Non-Edible,0.046793,Household,43.16,OUT045,2002,,Tier 2,Supermarket Type1,47.5,4.3
DR8269,9.884,Low Fat,0.100747,Starchy Foods,256.69,OUT027,1985,Medium,Tier 3,Supermarket Type3,2411.87,1.6
FD1217,8.736,low fat,0.169203,Dairy,225.49,OUT019,1985,Small,Tier 1,Grocery Store,154.71,4.1
FD2590,16.624,Regular,0.0,Breads,133.73,OUT049,1999,Medium,Tier 1,Supermarket Type1,582.54,4.9
NC1375,7.602,Non-Edible,0.009989,Baking Goods,225.96,OUT019,1985,Small,Tier 1,Grocery Store,395.7,4.3
DR4017,19.673,low fat,0.091264,Snack Foods,47.24,OUT019,1985,Small,Tier 1,Grocery Store,111.4,3.4
DR5584,13.919,Low Fat,0.137784,Frozen Foods,135.53,OUT027,1985,Medium,Tier 3,Supermarket Type3,2834.94,3.4
NC2395,8.434,Non-Edible,0.120637,Soft Drinks,50.5,OUT049,1999,Medium,Tier 1,Supermarket Type1,833.97,3.2
DR8797,10.086,low fat,0.0,Seafood,43.45,OUT017,2007,,Tier 2,Supermarket Type1,154.54,4.7
FD4766,9.627,reg,0.137527,Soft Drinks,188.03,OUT045,2002,,Tier 2,Supermarket Type1,1421.01,4.6
DR8689,,LF,0.085779,Hard Drinks,161.64,OUT019,1985,Small,Tier 1,Grocery Store,220.88,5.0
NC2544,8.133,Non-Edible,0.116505,Canned,58.13,OUT019,1985,Small,Tier 1,Grocery Store,176.34,4.4
DR4461,17.862,low fat,0.141713,Meat,39.76,OUT046,1997,Small,Tier 1,Supermarket Type1,392.79,1.7
NC1948,13.226,Non-Edible,0.04105,Household,265.62,OUT049,1999,Medium,Tier 1,Supermarket Type1,4767.41,3.0
DR3180,,Low Fat,0.0,Health and Hygiene,184.86,OUT013,1987,High,Tier 3,Supermarket Type1,3096.18,2.3
NC2514,20.61,Non-Edible,0.064053,Dairy,265.35,OUT035,2004,Small,Tier 2,Supermarket Type1,4948.8,4.0
DR8588,17.098,Low Fat,0.042311,Seafood,72.47,OUT018,2009,Medium,Tier 3,Supermarket Type2,390.44,3.9
DR9619,,Low Fat,0.016045,Fruits and Vegetables,176.52,OUT010,1998,Small,Tier 3,Grocery Store,580.75,5.0
NC8281,16.234,Non-Edible,0.062273,Fruits and Vegetables,182.37,OUT046,1997,Small,Tier 1,Supermarket Type1,2002.37,4.6
NC3854,12.446,Non-Edible,0.049315,Hard Drinks,217.46,OUT018,2009,Medium,Tier 3,Supermarket Type2,2045.08,4.7
FD4084,9.923,Low Fat,0.133593,Snack Foods,53.63,OUT018,2009,Medium,Tier 3,Supermarket Type2,646.61,3.9
DR9597,16.03,LF,0.0,Meat,52.02,OUT019,1985,Small,Tier 1,Grocery Store,80.74,4.8
FD6553,10.895,low fat,0.064402,Frozen Foods,233.05,OUT027,1985,Medium,Tier 3,Supermarket Type3,4417.1,4.0
FD9239,12.634,low fat,0.150883,Breads,62.3,OUT049,1999,Medium,Tier 1,Supermarket Type1,837.44,4.7
FD8763,17.371,low fat,0.109217,Soft Drinks,138.8,OUT013,1987,High,Tier 3,Supermarket Type1,743.82,4.4
FD5810,10.462,low fat,0.102736,Snack Foods,230.94,OUT027,1985,Medium,Tier 3,Supermarket Type3,4907.78,4.2
NC7337,5.808,Non-Edible,0.164501,Snack Foods,44.63,OUT035,2004,Small,Tier 2,Supermarket Type1,631.86,3.0
DR2493,15.388,Regular,0.008337,Frozen Foods,41.85,OUT018,2009,Medium,Tier 3,Supermarket Type2,500.19,3.6
DR7291,13.48,reg,0.184747,Health and Hygiene,137.24,OUT010,1998,Small,Tier 3,Grocery Store,276.87,4.1
NC5535,5.325,Non-Edible,0.044634,Dairy,205.09,OUT049,1999,Medium,Tier 1,Supermarket Type1,656.74,4.3
NC1235,20.304,Non-Edible,0.169266,Frozen Foods,210.91,OUT035,2004,Small,Tier 2,Supermarket Type1,2466.66,3.2
FD1463,19.479,Regular,0.133584,Meat,120.72,OUT013,1987,High,Tier 3,Supermarket Type1,1006.16,4.9
NC7665,15.403,Non-Edible,0.129487,Meat,118.33,OUT017,2007,,Tier 2,Supermarket Type1,1785.93,1.5
DR5464,,reg,0.174393,Dairy,225.59,OUT010,1998,Small,Tier 3,Grocery Store,866.88,4.7
FD9845,9.238,reg,0.177277,Meat,178.76,OUT045,2002,,Tier 2,Supermarket Type1,988.76,4.4
DR6650,11.1,Regular,0.030513,Starchy Foods,148.13,OUT046,1997,Small,Tier 1,Supermarket Type1,430.85,4.6
FD6129,12.714,low fat,0.146947,Hard Drinks,63.77,OUT035,2004,Small,Tier 2,Supermarket Type1,335.76,4.5
NC3064,20.606,Non-Edible,0.056493,Seafood,255.9,OUT013,1987,High,Tier 3,Supermarket Type1,1161.95,4.2
NC2468,11.841,Non-Edible,0.046754,Seafood,65.42,OUT046,1997,Small,Tier 1,Supermarket Type1,409.77,3.1
FD6423,21.231,reg,0.159878,Frozen Foods,211.15,OUT018,2009,Medium,Tier 3,Supermarket Type2,1734.98,4.2
NC7533,15.512,Non-Edible,0.033541,Dairy,200.02,OUT027,1985,Medium,Tier 3,Supermarket Type3,2782.74,4.7
FD8613,6.743,low fat,0.140494,Household,212.05,OUT046,1997,Small,Tier 1,Supermarket Type1,666.48,4.8
NC8053,14.5,Non-Edible,0.050509,Frozen Foods,172.92,OUT049,1999,Medium,Tier 1,Supermarket Type1,2740.12,4.5
DR4351,5.062,Regular,0.124935,Household,159.05,OUT049,1999,Medium,Tier 1,Supermarket Type1,1793.64,4.5
DR3448,5.434,reg,0.052238,Health and Hygiene,236.49,OUT018,2009,Medium,Tier 3,Supermarket Type2,513.36,4.0
DR5228,19.901,reg,0.184581,Canned,37.14,OUT027,1985,Medium,Tier 3,Supermarket Type3,871.61,4.8
DR2975,10.78,low fat,0.0,Breakfast,178.55,OUT019,1985,Small,Tier 1,Grocery Store,522.48,3.7
NC1745,10.289,Non-Edible,0.044175,Breakfast,256.43,OUT010,1998,Small,Tier 3,Grocery Store,441.0,4.7
DR5742,4.712,LF,0.174853,Health and Hygiene,76.08,OUT045,2002,,Tier 2,Supermarket Type1,604.94,4.2
FD3747,21.17,Low Fat,0.079513,Fruits and Vegetables,91.26,OUT045,2002,,Tier 2,Supermarket Type1,317.43,4.6
FD2984,15.799,Regular,0.028688,Fruits and Vegetables,264.26,OUT027,1985,Medium,Tier 3,Supermarket Type3,4525.81,4.6
FD6140,20.143,reg,0.0,Breakfast,58.04,OUT018,2009,Medium,Tier 3,Supermarket Type2,315.81,3.2
FD9635,,low fat,0.095773,Baking Goods,263.43,OUT035,2004,Small,Tier 2,Supermarket Type1,1112.58,4.7
NC3472,20.581,Non-Edible,0.073197,Soft Drinks,139.15,OUT019,1985,Small,Tier 1,Grocery Store,420.41,4.4
FD7781,11.899,reg,0.031742,Household,105.12,OUT035,2004,Small,Tier 2,Supermarket Type1,1275.12,4.8
NC1158,7.987,Non-Edible,0.05116,Frozen Foods,176.96,OUT017,2007,,Tier 2,Supermarket Type1,2705.85,3.1
NC2671,18.502,Non-Edible,0.161095,Soft Drinks,151.13,OUT019,1985,Small,Tier 1,Grocery Store,337.22,3.1
FD5981,15.973,reg,0.070689,Canned,158.48,OUT046,1997,Small,Tier 1,Supermarket Type1,780.77,4.8
FD3471,5.383,LF,0.078233,Breads,129.79,OUT010,1998,Small,Tier 3,Grocery Store,271.42,4.4
DR9619,16.698,Low Fat,0.008228,Fruits and Vegetables,176.52,OUT035,2004,Small,Tier 2,Supermarket Type1,2318.19,4.6
FD7552,,LF,0.138604,Hard Drinks,163.99,OUT019,1985,Small,Tier 1,Grocery Store,412.84,4.4
FD9413,,reg,0.064021,Starchy Foods,220.61,OUT035,2004,Small,Tier 2,Supermarket Type1,3464.91,3.5
NC8337,7.799,Non-Edible,0.148379,Snack Foods,51.12,OUT049,1999,Medium,Tier 1,Supermarket Type1,329.11,4.5
NC2750,6.888,Non-Edible,0.024329,Starchy Foods,144.01,OUT045,2002,,Tier 2,Supermarket Type1,1203.31,4.9
NC9112,20.291,Non-Edible,0.1104,Canned,157.7,OUT018,2009,Medium,Tier 3,Supermarket Type2,280.83,4.6
NC3441,9.187,Non-Edible,0.182044,Fruits and Vegetables,138.97,OUT019,1985,Small,Tier 1,Grocery Store,78.02,4.0
FD4065,20.294,Low Fat,0.059395,Canned,198.1,OUT018,2009,Medium,Tier 3,Supermarket Type2,215.1,4.2
FD1860,7.387,low fat,0.184851,Baking Goods,258.75,OUT049,1999,Medium,Tier 1,Supermarket Type1,2705.05,4.9
NC9140,13.825,Non-Edible,0.101774,Breads,253.7,OUT017,2007,,Tier 2,Supermarket Type1,3333.63,4.7
FD8440,,LF,0.032927,Soft Drinks,140.26,OUT045,2002,,Tier 2,Supermarket Type1,964.32,4.1
FD6283,5.788,Regular,0.006784,Breakfast,230.81,OUT035,2004,Small,Tier 2,Supermarket Type1,3306.52,4.7
DR2342,17.259,LF,0.047961,Breads,123.11,OUT017,2007,,Tier 2,Supermarket Type1,285.6,4.6
DR2975,10.78,low fat,0.10444,Breakfast,178.55,OUT013,1987,High,Tier 3,Supermarket Type1,1120.74,3.7
NC4997,12.713,Non-Edible,0.10773,Health and Hygiene,113.8,OUT018,2009,Medium,Tier 3,Supermarket Type2,1512.74,4.5
DR8638,14.57,low fat,0.069126,Household,163.72,OUT017,2007,,Tier 2,Supermarket Type1,2197.01,2.6
NC7796,12.89,Non-Edible,0.087841,Household,79.15,OUT046,1997,Small,Tier 1,Supermarket Type1,689.21,1.5
DR8571,20.276,low fat,0.040572,Fruits and Vegetables,52.18,OUT027,1985,Medium,Tier 3,Supermarket Type3,1034.09,4.6
NC7552,17.275,Non-Edible,0.154768,Meat,219.07,OUT010,1998,Small,Tier 3,Grocery Store,348.17,4.2
FD9084,5.651,LF,0.009204,Seafood,43.56,OUT019,1985,Small,Tier 1,Grocery Store,47.99,4.6
DR7087,19.559,Low Fat,0.113447,Soft Drinks,68.98,OUT018,2009,Medium,Tier 3,Supermarket Type2,820.14,4.9
NC3969,15.756,Non-Edible,0.15859,Dairy,153.9,OUT046,1997,Small,Tier 1,Supermarket Type1,2035.02,4.8
NC3479,18.082,Non-Edible,0.117606,Breakfast,114.9,OUT018,2009,Medium,Tier 3,Supermarket Type2,1360.58,4.8
DR6295,,low fat,0.0,Canned,251.55,OUT013,1987,High,Tier 3,Supermarket Type1,298.19,4.3
NC2694,6.667,Non-Edible,0.152795,Fruits and Vegetables,94.93,OUT046,1997,Small,Tier 1,Supermarket Type1,196.31,4.3
NC2544,8.133,Non-Edible,0.105437,Canned,58.13,OUT046,1997,Small,Tier 1,Supermarket Type1,218.71,3.5
FD5450,17.288,Low Fat,0.136547,Soft Drinks,80.66,OUT018,2009,Medium,Tier 3,Supermarket Type2,799.9,3.1
FD9520,4.822,Low Fat,0.051143,Baking Goods,235.84,OUT013,1987,High,Tier 3,Supermarket Type1,967.25,3.9
NC2784,12.229,Non-Edible,0.166012,Soft Drinks,41.72,OUT049,1999,Medium,Tier 1,Supermarket Type1,311.55,3.3
FD7457,13.426,reg,0.030675,Fruits and Vegetables,248.54,OUT046,1997,Small,Tier 1,Supermarket Type1,444.88,3.1
DR8033,9.8,LF,0.067399,Snack Foods,178.97,OUT013,1987,High,Tier 3,Supermarket Type1,3345.4,4.0
NC1913,6.851,Non-Edible,0.031184,Frozen Foods,151.94,OUT035,2004,Small,Tier 2,Supermarket Type1,168.61,4.3
NC6943,19.608,Non-Edible,0.07587,Health and Hygiene,73.64,OUT018,2009,Medium,Tier 3,Supermarket Type2,920.82,4.6
FD6369,10.968,reg,0.061905,Frozen Foods,77.5,OUT010,1998,Small,Tier 3,Grocery Store,130.0,1.5
FD1016,7.664,reg,0.104096,Health and Hygiene,149.37,OUT018,2009,Medium,Tier 3,Supermarket Type2,1223.71,4.4
FD3119,7.469,low fat,0.0,Snack Foods,251.8,OUT035,2004,Small,Tier 2,Supermarket Type1,772.6,4.5
DR3119,4.964,Low Fat,0.155181,Starchy Foods,34.96,OUT018,2009,Medium,Tier 3,Supermarket Type2,479.84,3.1
FD2222,18.76,low fat,0.099906,Soft Drinks,71.06,OUT027,1985,Medium,Tier 3,Supermarket Type3,1162.96,1.9
FD2212,10.728,Low Fat,0.092055,Breakfast,71.42,OUT018,2009,Medium,Tier 3,Supermarket Type2,909.9,1.6
NC8653,12.435,Non-Edible,0.16711,Seafood,105.69,OUT017,2007,,Tier 2,Supermarket Type1,1786.16,3.7
NC7221,11.581,Non-Edible,0.024376,Soft Drinks,212.06,OUT045,2002,,Tier 2,Supermarket Type1,2856.48,4.5
DR8098,12.202,low fat,0.008668,Household,168.67,OUT035,2004,Small,Tier 2,Supermarket Type1,204.72,4.5
DR4524,13.832,LF,0.096525,Starchy Foods,263.34,OUT010,1998,Small,Tier 3,Grocery Store,607.75,4.8
NC1871,10.622,Non-Edible,0.012506,Fruits and Vegetables,202.85,OUT045,2002,,Tier 2,Supermarket Type1,488.88,4.0
NC5299,9.666,Non-Edible,0.160104,Snack Foods,154.32,OUT045,2002,,Tier 2,Supermarket Type1,642.45,1.2
FD6592,,Regular,0.074812,Seafood,233.22,OUT049,1999,Medium,Tier 1,Supermarket Type1,3715.51,4.2
NC2413,20.006,Non-Edible,0.024118,Baking Goods,110.02,OUT049,1999,Medium,Tier 1,Supermarket Type1,758.03,3.2
FD3326,,low fat,0.045893,Fruits and Vegetables,109.6,OUT017,2007,,Tier 2,Supermarket Type1,1151.21,3.9
FD5644,10.616,low fat,0.085618,Seafood,51.22,OUT035,2004,Small,Tier 2,Supermarket Type1,429.87,3.8
FD3471,5.383,LF,0.020733,Breads,129.79,OUT035,2004,Small,Tier 2,Supermarket Type1,328.97,4.4
FD7513,10.672,reg,0.087183,Seafood,137.96,OUT010,1998,Small,Tier 3,Grocery Store,243.75,4.5
FD7696,13.824,Low Fat,0.059069,Breakfast,150.48,OUT035,2004,Small,Tier 2,Supermarket Type1,2464.94,4.9
FD2844,5.04,low fat,0.0,Frozen Foods,178.84,OUT045,2002,,Tier 2,Supermarket Type1,2835.03,4.4
DR9012,13.935,Regular,0.106346,Breakfast,150.25,OUT046,1997,Small,Tier 1,Supermarket Type1,834.48,3.8
NC7395,10.955,Non-Edible,0.079456,Household,139.08,OUT045,2002,,Tier 2,Supermarket Type1,871.42,3.9
NC8181,16.914,Non-Edible,0.0,Seafood,137.96,OUT035,2004,Small,Tier 2,Supermarket Type1,358.35,4.7
NC6167,13.035,Non-Edible,0.106714,Health and Hygiene,189.22,OUT045,2002,,Tier 2,Supermarket Type1,1528.03,3.8
NC5959,13.429,Non-Edible,0.083581,Starchy Foods,259.24,OUT045,2002,,Tier 2,Supermarket Type1,3109.43,4.3
DR4072,4.949,Low Fat,0.076858,Canned,230.73,OUT045,2002,,Tier 2,Supermarket Type1,1439.56,4.8
FD7376,10.162,Low Fat,0.187287,Canned,242.41,OUT019,1985,Small,Tier 1,Grocery Store,178.45,1.3
FD5053,11.628,Regular,0.134648,Breakfast,40.15,OUT017,2007,,Tier 2,Supermarket Type1,144.88,4.1
FD8492,11.186,reg,0.157163,Breads,256.73,OUT010,1998,Small,Tier 3,Grocery Store,698.72,4.9
FD9123,17.875,Low Fat,0.141749,Snack Foods,157.44,OUT035,2004,Small,Tier 2,Supermarket Type1,201.77,4.8
FD1945,17.86,LF,0.040648,Baking Goods,164.34,OUT019,1985,Small,Tier 1,Grocery Store,278.09,2.3
FD9295,8.982,Low Fat,0.096793,Hard Drinks,221.75,OUT013,1987,High,Tier 3,Supermarket Type1,1951.08,4.7
NC7067,11.177,Non-Edible,0.147732,Soft Drinks,121.89,OUT019,1985,Small,Tier 1,Grocery Store,22.88,4.6
DR2766,10.556,LF,0.091566,Soft Drinks,227.89,OUT045,2002,,Tier 2,Supermarket Type1,239.7,3.6
DR2776,,reg,0.060028,Household,159.52,OUT017,2007,,Tier 2,Supermarket Type1,2405.14,4.2
FD6387,,Regular,0.135948,Hard Drinks,225.99,OUT046,1997,Small,Tier 1,Supermarket Type1,1927.77,5.0
DR7671,9.437,LF,0.063934,Meat,134.15,OUT018,2009,Medium,Tier 3,Supermarket Type2,281.71,4.0
DR7141,,LF,0.081308,Soft Drinks,68.42,OUT010,1998,Small,Tier 3,Grocery Store,71.88,3.9
FD6553,10.895,low fat,0.121672,Frozen Foods,233.05,OUT035,2004,Small,Tier 2,Supermarket Type1,2893.7,3.6
NC9761,7.925,Non-Edible,0.148734,Health and Hygiene,255.62,OUT017,2007,,Tier 2,Supermarket Type1,537.51,4.7
DR6295,,low fat,0.049131,Canned,251.55,OUT027,1985,Medium,Tier 3,Supermarket Type3,2224.72,3.7
FD7457,13.426,reg,0.122157,Fruits and Vegetables,248.54,OUT017,2007,,Tier 2,Supermarket Type1,518.65,3.9
NC3581,6.544,Non-Edible,0.055394,Health and Hygiene,209.77,OUT017,2007,,Tier 2,Supermarket Type1,1783.02,4.6
DR2267,20.718,Regular,0.116442,Canned,57.85,OUT013,1987,High,Tier 3,Supermarket Type1,836.89,3.2
FD7458,11.463,low fat,0.0,Starchy Foods,33.05,OUT010,1998,Small,Tier 3,Grocery Store,95.57,5.0
FD3966,18.602,reg,0.058609,Fruits and Vegetables,139.78,OUT035,2004,Small,Tier 2,Supermarket Type1,1908.65,4.5
NC5754,21.272,Non-Edible,0.080986,Snack Foods,119.23,OUT019,1985,Small,Tier 1,Grocery Store,168.34,3.1
DR4663,15.88,reg,0.015605,Hard Drinks,148.21,OUT027,1985,Medium,Tier 3,Supermarket Type3,444.92,3.8
FD2357,15.808,low fat,0.050343,Household,118.69,OUT046,1997,Small,Tier 1,Supermarket Type1,433.37,4.8
FD8646,12.123,LF,0.144462,Breakfast,201.97,OUT018,2009,Medium,Tier 3,Supermarket Type2,3010.27,3.2
DR6240,12.122,low fat,0.141741,Meat,135.13,OUT046,1997,Small,Tier 1,Supermarket Type1,275.64,3.1
DR8587,11.695,LF,0.167034,Meat,71.17,OUT019,1985,Small,Tier 1,Grocery Store,39.23,4.1
FD8087,,low fat,0.083418,Seafood,221.58,OUT046,1997,Small,Tier 1,Supermarket Type1,1303.76,2.7
